epoch,acc,loss,val_acc,val_loss
0,0.142599999383,2.27957866669,0.152000002563,2.26466574669
1,0.266400000304,2.02074673414,0.326000005007,1.89178254604
2,0.37900000006,1.72319565535,0.372000002861,1.72072484493
3,0.431799999475,1.5846049118,0.415999996662,1.66852180958
4,0.477399997115,1.44148044109,0.463999998569,1.45058581829
5,0.522199994326,1.3295303607,0.457999998331,1.4814620018
6,0.550799998045,1.23629737377,0.473999994993,1.43726322651
7,0.571799998283,1.18505401373,0.493999999762,1.44774236679
8,0.606399998665,1.10129581332,0.502000004053,1.39305148125
9,0.615199998617,1.06834749103,0.505999988317,1.39318697453
10,0.645800002813,0.986903028488,0.523999994993,1.36920568943
11,0.659400001764,0.944469240904,0.543999993801,1.42897043228
12,0.674200001955,0.90073123455,0.512000000477,1.45885534286
13,0.700600001812,0.840542333126,0.527999991179,1.48670682907
14,0.71879999876,0.799004222155,0.510000002384,1.56693208218
