SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/1145,['centipede' 'pop bottle' 'cauliflower' 'ice lolly' 'kimono' 'barn' 'mashed potato' 'picket fence' 'sewing machine' 'coral reef'],57.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1146,['birdhouse' 'scorpion' 'jellyfish' 'meat loaf' 'dragonfly' 'scoreboard' 'slug' 'volleyball' 'bighorn' 'moving van'],54.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1146,['birdhouse' 'scorpion' 'jellyfish' 'meat loaf' 'dragonfly' 'scoreboard' 'slug' 'volleyball' 'bighorn' 'moving van'],58.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1147,['reel' 'banana' 'basketball' 'ox' 'projectile' 'bucket' 'refrigerator' 'jellyfish' 'boa constrictor' 'ice lolly'],47.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1147,['reel' 'banana' 'basketball' 'ox' 'projectile' 'bucket' 'refrigerator' 'jellyfish' 'boa constrictor' 'ice lolly'],51.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1148,['broom' 'American alligator' 'chest' 'space heater' 'trolleybus' 'American lobster' 'boa constrictor' 'koala' 'iPod' 'chimpanzee'],50.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1148,['broom' 'American alligator' 'chest' 'space heater' 'trolleybus' 'American lobster' 'boa constrictor' 'koala' 'iPod' 'chimpanzee'],50.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1149,['bee' 'lemon' 'lion' 'fly' 'lifeboat' 'fountain' 'seashore' 'projectile' 'kimono' 'teapot'],60.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1149,['bee' 'lemon' 'lion' 'fly' 'lifeboat' 'fountain' 'seashore' 'projectile' 'kimono' 'teapot'],58.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1150,['cardigan' 'chain' 'Arabian camel' 'orange' 'syringe' 'Labrador retriever' 'beach wagon' 'lawn mower' 'freight car' 'lesser panda'],57.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1150,['cardigan' 'chain' 'Arabian camel' 'orange' 'syringe' 'Labrador retriever' 'beach wagon' 'lawn mower' 'freight car' 'lesser panda'],59.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1151,['birdhouse' 'centipede' 'tailed frog' 'snorkel' 'bullfrog' 'backpack' 'European fire salamander' 'maypole' 'volleyball' 'spiny lobster'],45.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1151,['birdhouse' 'centipede' 'tailed frog' 'snorkel' 'bullfrog' 'backpack' 'European fire salamander' 'maypole' 'volleyball' 'spiny lobster'],49.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1152,['espresso' 'frying pan' 'sports car' 'bannister' 'ice cream' 'king penguin' 'hourglass' 'bee' 'altar' 'beach wagon'],46.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1152,['espresso' 'frying pan' 'sports car' 'bannister' 'ice cream' 'king penguin' 'hourglass' 'bee' 'altar' 'beach wagon'],53.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1153,['chimpanzee' 'reel' 'golden retriever' 'rocking chair' 'grasshopper' 'triumphal arch' 'lemon' 'poncho' 'plate' 'military uniform'],54.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1153,['chimpanzee' 'reel' 'golden retriever' 'rocking chair' 'grasshopper' 'triumphal arch' 'lemon' 'poncho' 'plate' 'military uniform'],58.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1154,['ox' 'standard poodle' 'teddy' 'cliff dwelling' 'wooden spoon' 'barrel' 'sulphur butterfly' 'hog' 'ladybug' 'dam'],45.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1154,['ox' 'standard poodle' 'teddy' 'cliff dwelling' 'wooden spoon' 'barrel' 'sulphur butterfly' 'hog' 'ladybug' 'dam'],44.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1155,['freight car' 'convertible' 'tarantula' 'bee' 'limousine' 'dam' 'sports car' 'fur coat' 'computer keyboard' 'tailed frog'],53.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1155,['freight car' 'convertible' 'tarantula' 'bee' 'limousine' 'dam' 'sports car' 'fur coat' 'computer keyboard' 'tailed frog'],59.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1156,['Christmas stocking' 'neck brace' 'lemon' 'iPod' 'barrel' 'scoreboard' 'spiny lobster' 'brass' 'kimono' 'dugong'],60.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1156,['Christmas stocking' 'neck brace' 'lemon' 'iPod' 'barrel' 'scoreboard' 'spiny lobster' 'brass' 'kimono' 'dugong'],60.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1157,['water tower' 'mantis' 'birdhouse' 'viaduct' 'suspension bridge' 'trilobite' 'bucket' 'pop bottle' 'alp' 'Chihuahua'],46.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1157,['water tower' 'mantis' 'birdhouse' 'viaduct' 'suspension bridge' 'trilobite' 'bucket' 'pop bottle' 'alp' 'Chihuahua'],46.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1158,['snail' 'cliff dwelling' 'turnstile' 'gondola' 'fly' 'binoculars' 'sunglasses' 'sewing machine' 'pay-phone' 'altar'],47.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1158,['snail' 'cliff dwelling' 'turnstile' 'gondola' 'fly' 'binoculars' 'sunglasses' 'sewing machine' 'pay-phone' 'altar'],48.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1159,['baboon' 'viaduct' 'beer bottle' 'punching bag' 'magnetic compass' 'guinea pig' 'ox' 'Persian cat' 'albatross' 'dugong'],51.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1159,['baboon' 'viaduct' 'beer bottle' 'punching bag' 'magnetic compass' 'guinea pig' 'ox' 'Persian cat' 'albatross' 'dugong'],56.40%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/1160,['sea cucumber' 'broom' 'remote control' 'bannister' 'cliff dwelling' 'suspension bridge' 'dining table' 'limousine' 'punching bag' 'drumstick'],40.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1160,['sea cucumber' 'broom' 'remote control' 'bannister' 'cliff dwelling' 'suspension bridge' 'dining table' 'limousine' 'punching bag' 'drumstick'],46.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1161,['standard poodle' 'coral reef' 'moving van' 'dining table' 'apron' 'snail' 'hog' 'snorkel' 'punching bag' 'desk'],47.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1161,['standard poodle' 'coral reef' 'moving van' 'dining table' 'apron' 'snail' 'hog' 'snorkel' 'punching bag' 'desk'],52.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1162,['Persian cat' 'pomegranate' 'tabby' 'guinea pig' 'gasmask' 'barn' 'limousine' 'ladybug' 'torch' 'standard poodle'],51.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1162,['Persian cat' 'pomegranate' 'tabby' 'guinea pig' 'gasmask' 'barn' 'limousine' 'ladybug' 'torch' 'standard poodle'],56.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1163,['flagpole' 'apron' 'plate' 'chimpanzee' 'viaduct' 'meat loaf' 'coral reef' 'cardigan' 'remote control' 'dam'],59.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1163,['flagpole' 'apron' 'plate' 'chimpanzee' 'viaduct' 'meat loaf' 'coral reef' 'cardigan' 'remote control' 'dam'],60.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1164,['ladybug' 'tarantula' 'syringe' 'viaduct' 'school bus' 'reel' 'projectile' 'cliff' 'ice cream' 'black widow'],52.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1164,['ladybug' 'tarantula' 'syringe' 'viaduct' 'school bus' 'reel' 'projectile' 'cliff' 'ice cream' 'black widow'],52.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1165,['altar' 'refrigerator' 'koala' 'European fire salamander' 'goldfish' 'desk' 'pole' 'dumbbell' 'orange' 'sea slug'],58.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1165,['altar' 'refrigerator' 'koala' 'European fire salamander' 'goldfish' 'desk' 'pole' 'dumbbell' 'orange' 'sea slug'],59.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1166,['bannister' 'albatross' 'hourglass' 'lemon' 'brain coral' 'ox' 'dam' 'koala' 'bullet train' 'crane'],57.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1166,['bannister' 'albatross' 'hourglass' 'lemon' 'brain coral' 'ox' 'dam' 'koala' 'bullet train' 'crane'],59.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1167,['beaker' 'orangutan' 'rugby ball' 'cliff' 'hourglass' 'abacus' 'school bus' 'ladybug' 'desk' 'thatch'],57.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1167,['beaker' 'orangutan' 'rugby ball' 'cliff' 'hourglass' 'abacus' 'school bus' 'ladybug' 'desk' 'thatch'],62.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1168,['fly' 'lemon' 'moving van' 'albatross' 'reel' 'scorpion' 'limousine' 'steel arch bridge' 'black widow' 'jellyfish'],56.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1168,['fly' 'lemon' 'moving van' 'albatross' 'reel' 'scorpion' 'limousine' 'steel arch bridge' 'black widow' 'jellyfish'],56.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1169,['rugby ball' 'guacamole' 'lampshade' 'academic gown' 'moving van' 'refrigerator' 'goose' 'spider web' 'snorkel' 'sea slug'],62.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1169,['rugby ball' 'guacamole' 'lampshade' 'academic gown' 'moving van' 'refrigerator' 'goose' 'spider web' 'snorkel' 'sea slug'],64.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1170,['pomegranate' 'barbershop' 'school bus' 'nail' 'tractor' 'maypole' 'tarantula' 'lion' 'slug' 'sombrero'],54.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1170,['pomegranate' 'barbershop' 'school bus' 'nail' 'tractor' 'maypole' 'tarantula' 'lion' 'slug' 'sombrero'],55.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1171,['go-kart' 'German shepherd' 'spiny lobster' 'mushroom' 'fur coat' 'ladybug' 'barrel' 'wooden spoon' 'projectile' 'flagpole'],50.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1171,['go-kart' 'German shepherd' 'spiny lobster' 'mushroom' 'fur coat' 'ladybug' 'barrel' 'wooden spoon' 'projectile' 'flagpole'],54.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1172,['dragonfly' 'drumstick' 'remote control' 'projectile' 'cauliflower' 'crane' 'fountain' 'tailed frog' 'brass' 'boa constrictor'],42.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1172,['dragonfly' 'drumstick' 'remote control' 'projectile' 'cauliflower' 'crane' 'fountain' 'tailed frog' 'brass' 'boa constrictor'],45.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1173,['obelisk' 'gondola' 'mantis' 'scorpion' 'walking stick' 'guinea pig' 'military uniform' 'fountain' 'guacamole' 'brown bear'],53.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1173,['obelisk' 'gondola' 'mantis' 'scorpion' 'walking stick' 'guinea pig' 'military uniform' 'fountain' 'guacamole' 'brown bear'],54.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1174,['dam' 'beer bottle' 'wok' 'bison' 'spiny lobster' 'fly' 'brass' 'kimono' 'sewing machine' 'cash machine'],54.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1174,['dam' 'beer bottle' 'wok' 'bison' 'spiny lobster' 'fly' 'brass' 'kimono' 'sewing machine' 'cash machine'],62.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1175,['cliff' 'CD player' 'bell pepper' 'brass' 'pill bottle' 'ice cream' 'rugby ball' 'limousine' 'pole' 'stopwatch'],59.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1175,['cliff' 'CD player' 'bell pepper' 'brass' 'pill bottle' 'ice cream' 'rugby ball' 'limousine' 'pole' 'stopwatch'],60.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1176,['dragonfly' 'trilobite' 'tailed frog' 'fly' 'suspension bridge' 'Egyptian cat' 'pole' 'sulphur butterfly' 'African elephant' 'spiny lobster'],53.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1176,['dragonfly' 'trilobite' 'tailed frog' 'fly' 'suspension bridge' 'Egyptian cat' 'pole' 'sulphur butterfly' 'African elephant' 'spiny lobster'],49.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1177,['mantis' 'cougar' 'American lobster' 'dining table' 'basketball' 'Yorkshire terrier' 'cliff dwelling' 'gondola' 'iPod' 'barrel'],53.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1177,['mantis' 'cougar' 'American lobster' 'dining table' 'basketball' 'Yorkshire terrier' 'cliff dwelling' 'gondola' 'iPod' 'barrel'],49.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1178,['brown bear' 'steel arch bridge' 'lakeside' 'Yorkshire terrier' 'goldfish' 'parking meter' 'sock' 'pretzel' 'jellyfish' 'convertible'],61.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1178,['brown bear' 'steel arch bridge' 'lakeside' 'Yorkshire terrier' 'goldfish' 'parking meter' 'sock' 'pretzel' 'jellyfish' 'convertible'],64.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1179,['ladybug' 'bikini' 'trolleybus' 'Chihuahua' 'Egyptian cat' 'tailed frog' 'poncho' 'plunger' 'brain coral' 'viaduct'],52.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1179,['ladybug' 'bikini' 'trolleybus' 'Chihuahua' 'Egyptian cat' 'tailed frog' 'poncho' 'plunger' 'brain coral' 'viaduct'],56.60%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/1180,['goose' 'volleyball' 'neck brace' 'lampshade' 'German shepherd' 'lakeside' 'dugong' 'sandal' 'banana' 'pole'],55.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1180,['goose' 'volleyball' 'neck brace' 'lampshade' 'German shepherd' 'lakeside' 'dugong' 'sandal' 'banana' 'pole'],53.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1181,['police van' 'bullfrog' 'lawn mower' 'snorkel' 'sports car' 'apron' 'dam' 'vestment' 'meat loaf' 'nail'],63.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1181,['police van' 'bullfrog' 'lawn mower' 'snorkel' 'sports car' 'apron' 'dam' 'vestment' 'meat loaf' 'nail'],63.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1182,['iPod' 'hog' 'convertible' 'poncho' 'reel' 'spiny lobster' 'oboe' 'limousine' 'swimming trunks' 'gondola'],46.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1182,['iPod' 'hog' 'convertible' 'poncho' 'reel' 'spiny lobster' 'oboe' 'limousine' 'swimming trunks' 'gondola'],51.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1183,['jinrikisha' 'projectile' 'obelisk' 'bathtub' 'brain coral' 'sombrero' 'swimming trunks' 'grasshopper' 'reel' 'scoreboard'],54.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1183,['jinrikisha' 'projectile' 'obelisk' 'bathtub' 'brain coral' 'sombrero' 'swimming trunks' 'grasshopper' 'reel' 'scoreboard'],54.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1184,['cockroach' 'beacon' 'torch' 'scoreboard' 'dragonfly' 'lemon' 'American lobster' 'fur coat' 'coral reef' 'school bus'],66.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1184,['cockroach' 'beacon' 'torch' 'scoreboard' 'dragonfly' 'lemon' 'American lobster' 'fur coat' 'coral reef' 'school bus'],69.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1185,"['pole' 'fly' 'bullfrog' 'altar' 'trolleybus' 'viaduct' 'tailed frog' 'bow tie' 'frying pan' ""potter's wheel""]",57.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1185,"['pole' 'fly' 'bullfrog' 'altar' 'trolleybus' 'viaduct' 'tailed frog' 'bow tie' 'frying pan' ""potter's wheel""]",51.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1186,['dam' 'pay-phone' 'torch' 'Persian cat' 'trilobite' 'moving van' 'chimpanzee' 'black widow' 'tarantula' 'ice cream'],58.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1186,['dam' 'pay-phone' 'torch' 'Persian cat' 'trilobite' 'moving van' 'chimpanzee' 'black widow' 'tarantula' 'ice cream'],61.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1187,"['bighorn' 'bee' 'punching bag' 'abacus' 'military uniform' 'gondola' 'spiny lobster' 'computer keyboard' 'projectile' ""potter's wheel""]",42.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1187,"['bighorn' 'bee' 'punching bag' 'abacus' 'military uniform' 'gondola' 'spiny lobster' 'computer keyboard' 'projectile' ""potter's wheel""]",52.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1188,['sandal' 'snorkel' 'ice cream' 'umbrella' 'sock' 'brass' 'space heater' 'mushroom' 'sea cucumber' 'tractor'],49.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1188,['sandal' 'snorkel' 'ice cream' 'umbrella' 'sock' 'brass' 'space heater' 'mushroom' 'sea cucumber' 'tractor'],51.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1189,['scoreboard' 'maypole' 'coral reef' 'swimming trunks' 'brown bear' 'obelisk' 'water jug' 'pole' 'rugby ball' 'boa constrictor'],53.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1189,['scoreboard' 'maypole' 'coral reef' 'swimming trunks' 'brown bear' 'obelisk' 'water jug' 'pole' 'rugby ball' 'boa constrictor'],53.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1190,['Persian cat' 'remote control' 'rocking chair' 'drumstick' 'lakeside' 'king penguin' 'wooden spoon' 'reel' 'spiny lobster' 'walking stick'],43.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1190,['Persian cat' 'remote control' 'rocking chair' 'drumstick' 'lakeside' 'king penguin' 'wooden spoon' 'reel' 'spiny lobster' 'walking stick'],46.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1191,['spiny lobster' 'alp' 'dam' 'sewing machine' 'sulphur butterfly' 'candle' 'ice cream' 'cauliflower' 'golden retriever' 'poncho'],59.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1191,['spiny lobster' 'alp' 'dam' 'sewing machine' 'sulphur butterfly' 'candle' 'ice cream' 'cauliflower' 'golden retriever' 'poncho'],61.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1192,['teddy' 'chest' 'flagpole' 'sports car' 'fur coat' 'space heater' 'sea slug' 'freight car' 'basketball' 'lesser panda'],65.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1192,['teddy' 'chest' 'flagpole' 'sports car' 'fur coat' 'space heater' 'sea slug' 'freight car' 'basketball' 'lesser panda'],61.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1193,['viaduct' 'remote control' 'punching bag' 'military uniform' 'trolleybus' 'cauliflower' 'lion' 'sandal' 'snail' 'ice lolly'],55.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1193,['viaduct' 'remote control' 'punching bag' 'military uniform' 'trolleybus' 'cauliflower' 'lion' 'sandal' 'snail' 'ice lolly'],56.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1194,['seashore' 'ladybug' 'comic book' 'nail' 'vestment' 'plate' 'maypole' 'miniskirt' 'reel' 'pomegranate'],56.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1194,['seashore' 'ladybug' 'comic book' 'nail' 'vestment' 'plate' 'maypole' 'miniskirt' 'reel' 'pomegranate'],57.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1195,['pizza' 'obelisk' 'black widow' 'orange' 'baboon' 'crane' 'tractor' 'Egyptian cat' 'teapot' 'dugong'],64.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1195,['pizza' 'obelisk' 'black widow' 'orange' 'baboon' 'crane' 'tractor' 'Egyptian cat' 'teapot' 'dugong'],62.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1196,['plate' 'altar' 'viaduct' 'bannister' 'bison' 'chimpanzee' 'sea slug' 'lawn mower' 'meat loaf' 'punching bag'],62.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1196,['plate' 'altar' 'viaduct' 'bannister' 'bison' 'chimpanzee' 'sea slug' 'lawn mower' 'meat loaf' 'punching bag'],60.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1197,['sulphur butterfly' 'jinrikisha' 'espresso' 'barn' 'chimpanzee' 'miniskirt' 'steel arch bridge' 'water tower' 'dugong' 'rugby ball'],66.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1197,['sulphur butterfly' 'jinrikisha' 'espresso' 'barn' 'chimpanzee' 'miniskirt' 'steel arch bridge' 'water tower' 'dugong' 'rugby ball'],64.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1198,['maypole' 'gasmask' 'sunglasses' 'golden retriever' 'banana' 'crane' 'projectile' 'fly' 'backpack' 'chimpanzee'],51.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1198,['maypole' 'gasmask' 'sunglasses' 'golden retriever' 'banana' 'crane' 'projectile' 'fly' 'backpack' 'chimpanzee'],52.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1199,['miniskirt' 'hog' 'meat loaf' 'cardigan' 'military uniform' 'punching bag' 'rocking chair' 'lakeside' 'organ' 'crane'],48.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1199,['miniskirt' 'hog' 'meat loaf' 'cardigan' 'military uniform' 'punching bag' 'rocking chair' 'lakeside' 'organ' 'crane'],52.40%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/1200,['lawn mower' 'pay-phone' 'umbrella' 'torch' 'orange' 'espresso' 'water tower' 'beach wagon' 'tabby' 'oboe'],55.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1200,['lawn mower' 'pay-phone' 'umbrella' 'torch' 'orange' 'espresso' 'water tower' 'beach wagon' 'tabby' 'oboe'],56.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1201,['mantis' 'wooden spoon' 'drumstick' 'bullfrog' 'CD player' 'sock' 'school bus' 'refrigerator' 'German shepherd' 'bee'],49.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1201,['mantis' 'wooden spoon' 'drumstick' 'bullfrog' 'CD player' 'sock' 'school bus' 'refrigerator' 'German shepherd' 'bee'],51.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1202,['albatross' 'beer bottle' 'thatch' 'bighorn' 'academic gown' 'cauliflower' 'grasshopper' 'rocking chair' 'organ' 'beaker'],52.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1202,['albatross' 'beer bottle' 'thatch' 'bighorn' 'academic gown' 'cauliflower' 'grasshopper' 'rocking chair' 'organ' 'beaker'],55.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1203,['Egyptian cat' 'grasshopper' 'sea cucumber' 'German shepherd' 'snorkel' 'CD player' 'jinrikisha' 'lesser panda' 'plunger' 'suspension bridge'],50.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1203,['Egyptian cat' 'grasshopper' 'sea cucumber' 'German shepherd' 'snorkel' 'CD player' 'jinrikisha' 'lesser panda' 'plunger' 'suspension bridge'],52.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1204,['jellyfish' 'reel' 'butcher shop' 'sulphur butterfly' 'broom' 'bell pepper' 'water jug' 'goldfish' 'cannon' 'abacus'],58.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1204,['jellyfish' 'reel' 'butcher shop' 'sulphur butterfly' 'broom' 'bell pepper' 'water jug' 'goldfish' 'cannon' 'abacus'],56.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1205,"['koala' 'lesser panda' 'bighorn' 'sports car' 'scoreboard' 'confectionery' ""potter's wheel"" 'dumbbell' 'mashed potato' 'sock']",52.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1205,"['koala' 'lesser panda' 'bighorn' 'sports car' 'scoreboard' 'confectionery' ""potter's wheel"" 'dumbbell' 'mashed potato' 'sock']",57.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1206,['oboe' 'academic gown' 'grasshopper' 'black widow' 'espresso' 'walking stick' 'beach wagon' 'bee' 'seashore' 'brass'],62.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1206,['oboe' 'academic gown' 'grasshopper' 'black widow' 'espresso' 'walking stick' 'beach wagon' 'bee' 'seashore' 'brass'],61.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1207,['sock' 'cougar' 'neck brace' 'slug' 'pomegranate' 'butcher shop' 'tailed frog' 'barbershop' 'cliff dwelling' 'African elephant'],50.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1207,['sock' 'cougar' 'neck brace' 'slug' 'pomegranate' 'butcher shop' 'tailed frog' 'barbershop' 'cliff dwelling' 'African elephant'],51.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1208,"['teddy' 'steel arch bridge' 'convertible' 'meat loaf' 'lawn mower' 'tractor' 'acorn' 'cash machine' 'standard poodle' ""potter's wheel""]",54.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1208,"['teddy' 'steel arch bridge' 'convertible' 'meat loaf' 'lawn mower' 'tractor' 'acorn' 'cash machine' 'standard poodle' ""potter's wheel""]",53.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1209,['beaker' 'limousine' 'standard poodle' 'crane' 'lion' 'convertible' 'beach wagon' 'boa constrictor' 'dam' 'school bus'],51.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1209,['beaker' 'limousine' 'standard poodle' 'crane' 'lion' 'convertible' 'beach wagon' 'boa constrictor' 'dam' 'school bus'],50.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1210,['refrigerator' 'bucket' 'German shepherd' 'swimming trunks' 'sports car' 'comic book' 'cockroach' 'neck brace' 'triumphal arch' 'hog'],45.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1210,['refrigerator' 'bucket' 'German shepherd' 'swimming trunks' 'sports car' 'comic book' 'cockroach' 'neck brace' 'triumphal arch' 'hog'],50.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1211,['ladybug' 'scoreboard' 'sock' 'freight car' 'American lobster' 'viaduct' 'tarantula' 'broom' 'suspension bridge' 'jinrikisha'],56.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1211,['ladybug' 'scoreboard' 'sock' 'freight car' 'American lobster' 'viaduct' 'tarantula' 'broom' 'suspension bridge' 'jinrikisha'],58.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1212,['African elephant' 'barbershop' 'pole' 'candle' 'ice cream' 'suspension bridge' 'lampshade' 'kimono' 'acorn' 'boa constrictor'],47.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1212,['African elephant' 'barbershop' 'pole' 'candle' 'ice cream' 'suspension bridge' 'lampshade' 'kimono' 'acorn' 'boa constrictor'],52.80%,True,100,25,10,0.00100,0.00,32x32x3
