SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/1854,"['thatch' 'chimpanzee' 'gondola' 'pop bottle' 'standard poodle' 'gasmask' 'dumbbell' 'cliff dwelling' ""potter's wheel"" 'altar']",42.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1855,['pomegranate' 'albatross' 'ladybug' 'bannister' 'bathtub' 'bell pepper' 'acorn' 'baboon' 'scorpion' 'plunger'],51.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1855,['pomegranate' 'albatross' 'ladybug' 'bannister' 'bathtub' 'bell pepper' 'acorn' 'baboon' 'scorpion' 'plunger'],51.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1856,['ox' 'slug' 'oboe' 'confectionery' 'king penguin' 'space heater' 'lakeside' 'hourglass' 'cliff dwelling' 'snorkel'],46.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1856,['ox' 'slug' 'oboe' 'confectionery' 'king penguin' 'space heater' 'lakeside' 'hourglass' 'cliff dwelling' 'snorkel'],50.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1857,['water tower' 'dumbbell' 'steel arch bridge' 'black stork' 'vestment' 'pretzel' 'sock' 'pop bottle' 'sulphur butterfly' 'beer bottle'],52.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1857,['water tower' 'dumbbell' 'steel arch bridge' 'black stork' 'vestment' 'pretzel' 'sock' 'pop bottle' 'sulphur butterfly' 'beer bottle'],51.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1858,['pop bottle' 'brown bear' 'stopwatch' 'goldfish' 'sewing machine' 'tractor' 'miniskirt' 'lemon' 'cannon' 'American alligator'],56.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1858,['pop bottle' 'brown bear' 'stopwatch' 'goldfish' 'sewing machine' 'tractor' 'miniskirt' 'lemon' 'cannon' 'American alligator'],57.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1859,['centipede' 'pole' 'guinea pig' 'swimming trunks' 'neck brace' 'pay-phone' 'bison' 'American alligator' 'Egyptian cat' 'pomegranate'],47.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1859,['centipede' 'pole' 'guinea pig' 'swimming trunks' 'neck brace' 'pay-phone' 'bison' 'American alligator' 'Egyptian cat' 'pomegranate'],55.00%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/1860,['lampshade' 'candle' 'vestment' 'bullfrog' 'torch' 'crane' 'viaduct' 'barn' 'projectile' 'flagpole'],51.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1860,['lampshade' 'candle' 'vestment' 'bullfrog' 'torch' 'crane' 'viaduct' 'barn' 'projectile' 'flagpole'],51.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1861,['parking meter' 'snorkel' 'sea slug' 'guinea pig' 'neck brace' 'candle' 'scoreboard' 'Egyptian cat' 'bannister' 'seashore'],49.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1861,['parking meter' 'snorkel' 'sea slug' 'guinea pig' 'neck brace' 'candle' 'scoreboard' 'Egyptian cat' 'bannister' 'seashore'],49.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1862,['obelisk' 'bannister' 'stopwatch' 'comic book' 'cannon' 'fly' 'volleyball' 'pill bottle' 'lawn mower' 'cash machine'],50.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1862,['obelisk' 'bannister' 'stopwatch' 'comic book' 'cannon' 'fly' 'volleyball' 'pill bottle' 'lawn mower' 'cash machine'],51.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1863,['lawn mower' 'snail' 'police van' 'dining table' 'dugong' 'Arabian camel' 'albatross' 'potpie' 'organ' 'triumphal arch'],67.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1863,['lawn mower' 'snail' 'police van' 'dining table' 'dugong' 'Arabian camel' 'albatross' 'potpie' 'organ' 'triumphal arch'],67.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1864,['backpack' 'syringe' 'bighorn' 'flagpole' 'pizza' 'water tower' 'meat loaf' 'ladybug' 'binoculars' 'wok'],54.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1864,['backpack' 'syringe' 'bighorn' 'flagpole' 'pizza' 'water tower' 'meat loaf' 'ladybug' 'binoculars' 'wok'],56.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1865,['wooden spoon' 'trolleybus' 'volleyball' 'tarantula' 'dugong' 'bikini' 'cash machine' 'chain' 'drumstick' 'cannon'],47.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1865,['wooden spoon' 'trolleybus' 'volleyball' 'tarantula' 'dugong' 'bikini' 'cash machine' 'chain' 'drumstick' 'cannon'],49.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1866,"[""potter's wheel"" 'jellyfish' 'bow tie' 'German shepherd' 'tarantula' 'king penguin' 'dragonfly' 'snail' 'parking meter' 'miniskirt']",52.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1866,"[""potter's wheel"" 'jellyfish' 'bow tie' 'German shepherd' 'tarantula' 'king penguin' 'dragonfly' 'snail' 'parking meter' 'miniskirt']",49.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1867,['cardigan' 'iPod' 'cockroach' 'bison' 'lemon' 'police van' 'birdhouse' 'torch' 'lifeboat' 'chimpanzee'],64.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1867,['cardigan' 'iPod' 'cockroach' 'bison' 'lemon' 'police van' 'birdhouse' 'torch' 'lifeboat' 'chimpanzee'],65.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1868,['slug' 'oboe' 'rugby ball' 'lion' 'pay-phone' 'jinrikisha' 'ox' 'chimpanzee' 'candle' 'comic book'],52.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1868,['slug' 'oboe' 'rugby ball' 'lion' 'pay-phone' 'jinrikisha' 'ox' 'chimpanzee' 'candle' 'comic book'],50.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1869,['potpie' 'apron' 'banana' 'cliff' 'golden retriever' 'thatch' 'fur coat' 'comic book' 'sewing machine' 'space heater'],54.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1869,['potpie' 'apron' 'banana' 'cliff' 'golden retriever' 'thatch' 'fur coat' 'comic book' 'sewing machine' 'space heater'],60.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1870,['dugong' 'abacus' 'tabby' 'bikini' 'brass' 'vestment' 'convertible' 'mushroom' 'frying pan' 'black widow'],62.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1870,['dugong' 'abacus' 'tabby' 'bikini' 'brass' 'vestment' 'convertible' 'mushroom' 'frying pan' 'black widow'],65.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1871,['beer bottle' 'military uniform' 'confectionery' 'backpack' 'monarch' 'baboon' 'bathtub' 'brain coral' 'Christmas stocking' 'freight car'],58.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1871,['beer bottle' 'military uniform' 'confectionery' 'backpack' 'monarch' 'baboon' 'bathtub' 'brain coral' 'Christmas stocking' 'freight car'],62.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1872,['centipede' 'beacon' 'bee' 'tractor' 'obelisk' 'king penguin' 'chest' 'remote control' 'limousine' 'maypole'],57.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1872,['centipede' 'beacon' 'bee' 'tractor' 'obelisk' 'king penguin' 'chest' 'remote control' 'limousine' 'maypole'],59.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1873,['walking stick' 'cliff' 'sandal' 'mashed potato' 'grasshopper' 'basketball' 'fur coat' 'lemon' 'goose' 'Yorkshire terrier'],56.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1873,['walking stick' 'cliff' 'sandal' 'mashed potato' 'grasshopper' 'basketball' 'fur coat' 'lemon' 'goose' 'Yorkshire terrier'],57.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1874,['lawn mower' 'beach wagon' 'kimono' 'bathtub' 'bannister' 'nail' 'standard poodle' 'plunger' 'plate' 'fly'],47.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1874,['lawn mower' 'beach wagon' 'kimono' 'bathtub' 'bannister' 'nail' 'standard poodle' 'plunger' 'plate' 'fly'],48.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1875,['brass' 'guinea pig' 'koala' 'lesser panda' 'punching bag' 'snail' 'pomegranate' 'tailed frog' 'parking meter' 'chimpanzee'],53.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1875,['brass' 'guinea pig' 'koala' 'lesser panda' 'punching bag' 'snail' 'pomegranate' 'tailed frog' 'parking meter' 'chimpanzee'],57.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1876,['sulphur butterfly' 'Labrador retriever' 'pizza' 'convertible' 'sea cucumber' 'grasshopper' 'lakeside' 'cougar' 'lawn mower' 'remote control'],58.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1876,['sulphur butterfly' 'Labrador retriever' 'pizza' 'convertible' 'sea cucumber' 'grasshopper' 'lakeside' 'cougar' 'lawn mower' 'remote control'],60.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1877,['sombrero' 'wooden spoon' 'seashore' 'go-kart' 'police van' 'European fire salamander' 'ice lolly' 'meat loaf' 'Labrador retriever' 'jellyfish'],61.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1877,['sombrero' 'wooden spoon' 'seashore' 'go-kart' 'police van' 'European fire salamander' 'ice lolly' 'meat loaf' 'Labrador retriever' 'jellyfish'],61.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1878,['rocking chair' 'gondola' 'seashore' 'lesser panda' 'meat loaf' 'frying pan' 'bighorn' 'kimono' 'convertible' 'punching bag'],61.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1878,['rocking chair' 'gondola' 'seashore' 'lesser panda' 'meat loaf' 'frying pan' 'bighorn' 'kimono' 'convertible' 'punching bag'],62.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1879,['magnetic compass' 'beaker' 'binoculars' 'goose' 'space heater' 'golden retriever' 'brown bear' 'suspension bridge' 'slug' 'ox'],44.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1879,['magnetic compass' 'beaker' 'binoculars' 'goose' 'space heater' 'golden retriever' 'brown bear' 'suspension bridge' 'slug' 'ox'],45.40%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/1880,['reel' 'baboon' 'meat loaf' 'fly' 'dugong' 'dam' 'spiny lobster' 'computer keyboard' 'iPod' 'ox'],55.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1880,['reel' 'baboon' 'meat loaf' 'fly' 'dugong' 'dam' 'spiny lobster' 'computer keyboard' 'iPod' 'ox'],54.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1881,['Persian cat' 'seashore' 'American lobster' 'king penguin' 'dugong' 'cliff dwelling' 'American alligator' 'teapot' 'orangutan' 'viaduct'],58.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1881,['Persian cat' 'seashore' 'American lobster' 'king penguin' 'dugong' 'cliff dwelling' 'American alligator' 'teapot' 'orangutan' 'viaduct'],60.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1882,['basketball' 'ice lolly' 'teddy' 'dining table' 'barrel' 'scoreboard' 'thatch' 'American lobster' 'cockroach' 'ice cream'],45.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1882,['basketball' 'ice lolly' 'teddy' 'dining table' 'barrel' 'scoreboard' 'thatch' 'American lobster' 'cockroach' 'ice cream'],48.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1883,['pop bottle' 'gondola' 'umbrella' 'sandal' 'brown bear' 'Chihuahua' 'frying pan' 'beer bottle' 'hog' 'sunglasses'],36.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1883,['pop bottle' 'gondola' 'umbrella' 'sandal' 'brown bear' 'Chihuahua' 'frying pan' 'beer bottle' 'hog' 'sunglasses'],40.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1884,['bee' 'wooden spoon' 'brass' 'spider web' 'tailed frog' 'pill bottle' 'suspension bridge' 'snorkel' 'police van' 'desk'],55.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1884,['bee' 'wooden spoon' 'brass' 'spider web' 'tailed frog' 'pill bottle' 'suspension bridge' 'snorkel' 'police van' 'desk'],58.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1885,['ox' 'cliff' 'butcher shop' 'spiny lobster' 'king penguin' 'maypole' 'koala' 'parking meter' 'comic book' 'miniskirt'],56.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1885,['ox' 'cliff' 'butcher shop' 'spiny lobster' 'king penguin' 'maypole' 'koala' 'parking meter' 'comic book' 'miniskirt'],56.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1886,['projectile' 'pop bottle' 'European fire salamander' 'lifeboat' 'mashed potato' 'gazelle' 'banana' 'basketball' 'lakeside' 'hog'],57.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1886,['projectile' 'pop bottle' 'European fire salamander' 'lifeboat' 'mashed potato' 'gazelle' 'banana' 'basketball' 'lakeside' 'hog'],56.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1887,['crane' 'freight car' 'chimpanzee' 'fountain' 'sewing machine' 'monarch' 'bullet train' 'walking stick' 'guacamole' 'cockroach'],59.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1887,['crane' 'freight car' 'chimpanzee' 'fountain' 'sewing machine' 'monarch' 'bullet train' 'walking stick' 'guacamole' 'cockroach'],61.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1888,['plate' 'mushroom' 'meat loaf' 'reel' 'lawn mower' 'barrel' 'golden retriever' 'bucket' 'standard poodle' 'go-kart'],42.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1888,['plate' 'mushroom' 'meat loaf' 'reel' 'lawn mower' 'barrel' 'golden retriever' 'bucket' 'standard poodle' 'go-kart'],43.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1889,['altar' 'water jug' 'coral reef' 'seashore' 'suspension bridge' 'bikini' 'confectionery' 'pole' 'abacus' 'lesser panda'],54.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1889,['altar' 'water jug' 'coral reef' 'seashore' 'suspension bridge' 'bikini' 'confectionery' 'pole' 'abacus' 'lesser panda'],57.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1890,['German shepherd' 'ice cream' 'punching bag' 'turnstile' 'parking meter' 'goldfish' 'desk' 'black stork' 'pole' 'boa constrictor'],54.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1890,['German shepherd' 'ice cream' 'punching bag' 'turnstile' 'parking meter' 'goldfish' 'desk' 'black stork' 'pole' 'boa constrictor'],49.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1891,['cauliflower' 'Egyptian cat' 'gazelle' 'space heater' 'broom' 'dam' 'ladybug' 'golden retriever' 'backpack' 'gondola'],51.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1891,['cauliflower' 'Egyptian cat' 'gazelle' 'space heater' 'broom' 'dam' 'ladybug' 'golden retriever' 'backpack' 'gondola'],51.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1892,['barn' 'scoreboard' 'standard poodle' 'Christmas stocking' 'centipede' 'ox' 'water jug' 'bell pepper' 'school bus' 'sea slug'],56.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1892,['barn' 'scoreboard' 'standard poodle' 'Christmas stocking' 'centipede' 'ox' 'water jug' 'bell pepper' 'school bus' 'sea slug'],60.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1893,['refrigerator' 'bell pepper' 'ice cream' 'magnetic compass' 'dining table' 'backpack' 'gasmask' 'spiny lobster' 'lakeside' 'limousine'],56.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1893,['refrigerator' 'bell pepper' 'ice cream' 'magnetic compass' 'dining table' 'backpack' 'gasmask' 'spiny lobster' 'lakeside' 'limousine'],55.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1894,['orangutan' 'umbrella' 'altar' 'coral reef' 'bee' 'flagpole' 'king penguin' 'ice cream' 'lesser panda' 'boa constrictor'],52.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1894,['orangutan' 'umbrella' 'altar' 'coral reef' 'bee' 'flagpole' 'king penguin' 'ice cream' 'lesser panda' 'boa constrictor'],57.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1895,['dam' 'syringe' 'jellyfish' 'freight car' 'gasmask' 'refrigerator' 'organ' 'Persian cat' 'coral reef' 'beer bottle'],56.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1895,['dam' 'syringe' 'jellyfish' 'freight car' 'gasmask' 'refrigerator' 'organ' 'Persian cat' 'coral reef' 'beer bottle'],58.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1896,['sulphur butterfly' 'sock' 'baboon' 'computer keyboard' 'grasshopper' 'jellyfish' 'umbrella' 'black widow' 'beacon' 'reel'],56.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1896,['sulphur butterfly' 'sock' 'baboon' 'computer keyboard' 'grasshopper' 'jellyfish' 'umbrella' 'black widow' 'beacon' 'reel'],58.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1897,['coral reef' 'dugong' 'plate' 'sandal' 'teapot' 'obelisk' 'black widow' 'suspension bridge' 'sewing machine' 'snorkel'],64.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1897,['coral reef' 'dugong' 'plate' 'sandal' 'teapot' 'obelisk' 'black widow' 'suspension bridge' 'sewing machine' 'snorkel'],59.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1898,['dragonfly' 'Arabian camel' 'volleyball' 'ladybug' 'sea cucumber' 'refrigerator' 'sombrero' 'turnstile' 'pretzel' 'bannister'],51.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1898,['dragonfly' 'Arabian camel' 'volleyball' 'ladybug' 'sea cucumber' 'refrigerator' 'sombrero' 'turnstile' 'pretzel' 'bannister'],48.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1899,['teddy' 'bullfrog' 'chimpanzee' 'bison' 'beaker' 'lawn mower' 'cannon' 'tarantula' 'lifeboat' 'wooden spoon'],53.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1899,['teddy' 'bullfrog' 'chimpanzee' 'bison' 'beaker' 'lawn mower' 'cannon' 'tarantula' 'lifeboat' 'wooden spoon'],52.80%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/1900,['wooden spoon' 'sports car' 'bathtub' 'orange' 'grasshopper' 'spiny lobster' 'scoreboard' 'miniskirt' 'dugong' 'hog'],60.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1900,['wooden spoon' 'sports car' 'bathtub' 'orange' 'grasshopper' 'spiny lobster' 'scoreboard' 'miniskirt' 'dugong' 'hog'],61.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1901,['teapot' 'moving van' 'tractor' 'ox' 'guacamole' 'Christmas stocking' 'bucket' 'sulphur butterfly' 'reel' 'lifeboat'],55.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1901,['teapot' 'moving van' 'tractor' 'ox' 'guacamole' 'Christmas stocking' 'bucket' 'sulphur butterfly' 'reel' 'lifeboat'],59.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1902,['scorpion' 'refrigerator' 'baboon' 'Arabian camel' 'bikini' 'fly' 'coral reef' 'grasshopper' 'cardigan' 'pomegranate'],57.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1902,['scorpion' 'refrigerator' 'baboon' 'Arabian camel' 'bikini' 'fly' 'coral reef' 'grasshopper' 'cardigan' 'pomegranate'],54.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1903,['neck brace' 'scoreboard' 'goldfish' 'bathtub' 'seashore' 'barbershop' 'moving van' 'brass' 'scorpion' 'sulphur butterfly'],62.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1903,['neck brace' 'scoreboard' 'goldfish' 'bathtub' 'seashore' 'barbershop' 'moving van' 'brass' 'scorpion' 'sulphur butterfly'],65.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1904,['goldfish' 'pole' 'cliff dwelling' 'syringe' 'coral reef' 'American alligator' 'water tower' 'tabby' 'vestment' 'lesser panda'],56.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1904,['goldfish' 'pole' 'cliff dwelling' 'syringe' 'coral reef' 'American alligator' 'water tower' 'tabby' 'vestment' 'lesser panda'],55.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1905,"['African elephant' ""potter's wheel"" 'steel arch bridge' 'tractor' 'barrel' 'sports car' 'go-kart' 'German shepherd' 'ox' 'goldfish']",48.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1905,"['African elephant' ""potter's wheel"" 'steel arch bridge' 'tractor' 'barrel' 'sports car' 'go-kart' 'German shepherd' 'ox' 'goldfish']",53.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1906,['pop bottle' 'goose' 'pretzel' 'African elephant' 'water tower' 'sombrero' 'meat loaf' 'maypole' 'pomegranate' 'desk'],55.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1906,['pop bottle' 'goose' 'pretzel' 'African elephant' 'water tower' 'sombrero' 'meat loaf' 'maypole' 'pomegranate' 'desk'],57.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1907,['organ' 'kimono' 'fountain' 'Labrador retriever' 'cliff' 'cauliflower' 'bathtub' 'cardigan' 'tractor' 'candle'],52.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1907,['organ' 'kimono' 'fountain' 'Labrador retriever' 'cliff' 'cauliflower' 'bathtub' 'cardigan' 'tractor' 'candle'],55.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1908,['German shepherd' 'black widow' 'mantis' 'backpack' 'standard poodle' 'confectionery' 'water jug' 'kimono' 'potpie' 'gazelle'],54.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1908,['German shepherd' 'black widow' 'mantis' 'backpack' 'standard poodle' 'confectionery' 'water jug' 'kimono' 'potpie' 'gazelle'],51.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1909,['goldfish' 'viaduct' 'lakeside' 'espresso' 'spider web' 'bathtub' 'frying pan' 'oboe' 'goose' 'ice cream'],55.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1909,['goldfish' 'viaduct' 'lakeside' 'espresso' 'spider web' 'bathtub' 'frying pan' 'oboe' 'goose' 'ice cream'],60.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1910,['bow tie' 'refrigerator' 'birdhouse' 'lifeboat' 'drumstick' 'bucket' 'king penguin' 'tractor' 'bell pepper' 'mashed potato'],56.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1910,['bow tie' 'refrigerator' 'birdhouse' 'lifeboat' 'drumstick' 'bucket' 'king penguin' 'tractor' 'bell pepper' 'mashed potato'],53.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1911,['tailed frog' 'backpack' 'convertible' 'comic book' 'pomegranate' 'espresso' 'walking stick' 'steel arch bridge' 'acorn' 'banana'],61.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1911,['tailed frog' 'backpack' 'convertible' 'comic book' 'pomegranate' 'espresso' 'walking stick' 'steel arch bridge' 'acorn' 'banana'],60.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1912,['barbershop' 'sombrero' 'cougar' 'chain' 'cliff dwelling' 'space heater' 'African elephant' 'projectile' 'lion' 'slug'],37.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1912,['barbershop' 'sombrero' 'cougar' 'chain' 'cliff dwelling' 'space heater' 'African elephant' 'projectile' 'lion' 'slug'],38.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1913,['ice lolly' 'sandal' 'plunger' 'brain coral' 'pop bottle' 'black widow' 'neck brace' 'altar' 'pole' 'bow tie'],43.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1913,['ice lolly' 'sandal' 'plunger' 'brain coral' 'pop bottle' 'black widow' 'neck brace' 'altar' 'pole' 'bow tie'],46.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1914,['mashed potato' 'German shepherd' 'umbrella' 'suspension bridge' 'cash machine' 'bison' 'backpack' 'monarch' 'African elephant' 'mushroom'],56.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1914,['mashed potato' 'German shepherd' 'umbrella' 'suspension bridge' 'cash machine' 'bison' 'backpack' 'monarch' 'African elephant' 'mushroom'],49.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1915,['butcher shop' 'broom' 'black stork' 'pill bottle' 'pole' 'Labrador retriever' 'iPod' 'beach wagon' 'lemon' 'cougar'],52.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1915,['butcher shop' 'broom' 'black stork' 'pill bottle' 'pole' 'Labrador retriever' 'iPod' 'beach wagon' 'lemon' 'cougar'],50.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1916,['rocking chair' 'torch' 'golden retriever' 'bikini' 'African elephant' 'seashore' 'fur coat' 'pole' 'cliff dwelling' 'tractor'],50.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1916,['rocking chair' 'torch' 'golden retriever' 'bikini' 'African elephant' 'seashore' 'fur coat' 'pole' 'cliff dwelling' 'tractor'],54.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1917,['plunger' 'coral reef' 'lion' 'pop bottle' 'cliff' 'sewing machine' 'reel' 'cauliflower' 'goose' 'spider web'],47.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1917,['plunger' 'coral reef' 'lion' 'pop bottle' 'cliff' 'sewing machine' 'reel' 'cauliflower' 'goose' 'spider web'],52.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1918,['broom' 'goose' 'Egyptian cat' 'baboon' 'tabby' 'barbershop' 'scoreboard' 'pretzel' 'cardigan' 'grasshopper'],45.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1918,['broom' 'goose' 'Egyptian cat' 'baboon' 'tabby' 'barbershop' 'scoreboard' 'pretzel' 'cardigan' 'grasshopper'],48.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1919,['dumbbell' 'academic gown' 'seashore' 'water tower' 'sewing machine' 'projectile' 'butcher shop' 'lesser panda' 'goose' 'bathtub'],50.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1919,['dumbbell' 'academic gown' 'seashore' 'water tower' 'sewing machine' 'projectile' 'butcher shop' 'lesser panda' 'goose' 'bathtub'],57.00%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/1920,['potpie' 'rugby ball' 'pay-phone' 'snorkel' 'go-kart' 'lesser panda' 'sock' 'organ' 'frying pan' 'binoculars'],59.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1920,['potpie' 'rugby ball' 'pay-phone' 'snorkel' 'go-kart' 'lesser panda' 'sock' 'organ' 'frying pan' 'binoculars'],59.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1921,['Yorkshire terrier' 'turnstile' 'apron' 'refrigerator' 'sock' 'beach wagon' 'acorn' 'water tower' 'wok' 'mantis'],54.40%,False,100,25,10,0.00100,0.00,32x32x3
