SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/801,['trolleybus' 'albatross' 'thatch' 'golden retriever' 'Labrador retriever' 'goldfish' 'walking stick' 'beacon' 'alp' 'altar'],62.60%,True,100,25,10,0.00100,0.00,32x32x3
random/802,['CD player' 'tabby' 'dining table' 'mantis' 'teapot' 'neck brace' 'bee' 'beacon' 'Chihuahua' 'remote control'],49.40%,False,100,25,10,0.00100,0.00,32x32x3
random/802,['CD player' 'tabby' 'dining table' 'mantis' 'teapot' 'neck brace' 'bee' 'beacon' 'Chihuahua' 'remote control'],49.60%,True,100,25,10,0.00100,0.00,32x32x3
random/803,['albatross' 'drumstick' 'standard poodle' 'military uniform' 'banana' 'sombrero' 'convertible' 'sandal' 'flagpole' 'suspension bridge'],53.40%,False,100,25,10,0.00100,0.00,32x32x3
random/803,['albatross' 'drumstick' 'standard poodle' 'military uniform' 'banana' 'sombrero' 'convertible' 'sandal' 'flagpole' 'suspension bridge'],57.00%,True,100,25,10,0.00100,0.00,32x32x3
random/804,['bullet train' 'bikini' 'beer bottle' 'orangutan' 'ice lolly' 'wok' 'cliff dwelling' 'obelisk' 'koala' 'bell pepper'],57.80%,False,100,25,10,0.00100,0.00,32x32x3
random/804,['bullet train' 'bikini' 'beer bottle' 'orangutan' 'ice lolly' 'wok' 'cliff dwelling' 'obelisk' 'koala' 'bell pepper'],59.20%,True,100,25,10,0.00100,0.00,32x32x3
random/805,['remote control' 'barrel' 'teapot' 'bee' 'sea slug' 'candle' 'crane' 'lakeside' 'sulphur butterfly' 'slug'],50.80%,False,100,25,10,0.00100,0.00,32x32x3
random/805,['remote control' 'barrel' 'teapot' 'bee' 'sea slug' 'candle' 'crane' 'lakeside' 'sulphur butterfly' 'slug'],50.40%,True,100,25,10,0.00100,0.00,32x32x3
random/806,['trilobite' 'sunglasses' 'orange' 'CD player' 'bullfrog' 'moving van' 'lifeboat' 'Arabian camel' 'bee' 'umbrella'],61.20%,False,100,25,10,0.00100,0.00,32x32x3
random/806,['trilobite' 'sunglasses' 'orange' 'CD player' 'bullfrog' 'moving van' 'lifeboat' 'Arabian camel' 'bee' 'umbrella'],65.80%,True,100,25,10,0.00100,0.00,32x32x3
random/807,['police van' 'school bus' 'brown bear' 'remote control' 'CD player' 'Yorkshire terrier' 'tractor' 'Arabian camel' 'slug' 'orangutan'],52.80%,False,100,25,10,0.00100,0.00,32x32x3
random/807,['police van' 'school bus' 'brown bear' 'remote control' 'CD player' 'Yorkshire terrier' 'tractor' 'Arabian camel' 'slug' 'orangutan'],53.60%,True,100,25,10,0.00100,0.00,32x32x3
random/808,['vestment' 'syringe' 'beach wagon' 'kimono' 'butcher shop' 'meat loaf' 'dragonfly' 'bannister' 'barrel' 'candle'],51.60%,False,100,25,10,0.00100,0.00,32x32x3
random/808,['vestment' 'syringe' 'beach wagon' 'kimono' 'butcher shop' 'meat loaf' 'dragonfly' 'bannister' 'barrel' 'candle'],52.20%,True,100,25,10,0.00100,0.00,32x32x3
random/809,['vestment' 'bow tie' 'hog' 'chain' 'alp' 'espresso' 'barn' 'bell pepper' 'tailed frog' 'broom'],57.00%,False,100,25,10,0.00100,0.00,32x32x3
random/809,['vestment' 'bow tie' 'hog' 'chain' 'alp' 'espresso' 'barn' 'bell pepper' 'tailed frog' 'broom'],53.00%,True,100,25,10,0.00100,0.00,32x32x3
random/810,['bullfrog' 'crane' 'CD player' 'refrigerator' 'pop bottle' 'teddy' 'sandal' 'oboe' 'bow tie' 'triumphal arch'],43.00%,False,100,25,10,0.00100,0.00,32x32x3
random/810,['bullfrog' 'crane' 'CD player' 'refrigerator' 'pop bottle' 'teddy' 'sandal' 'oboe' 'bow tie' 'triumphal arch'],45.40%,True,100,25,10,0.00100,0.00,32x32x3
random/811,['spiny lobster' 'sewing machine' 'torch' 'grasshopper' 'police van' 'American lobster' 'confectionery' 'bell pepper' 'frying pan' 'jinrikisha'],60.20%,False,100,25,10,0.00100,0.00,32x32x3
random/811,['spiny lobster' 'sewing machine' 'torch' 'grasshopper' 'police van' 'American lobster' 'confectionery' 'bell pepper' 'frying pan' 'jinrikisha'],61.80%,True,100,25,10,0.00100,0.00,32x32x3
random/812,['thatch' 'barbershop' 'bee' 'bathtub' 'spiny lobster' 'desk' 'oboe' 'mantis' 'mushroom' 'potpie'],55.20%,False,100,25,10,0.00100,0.00,32x32x3
random/812,['thatch' 'barbershop' 'bee' 'bathtub' 'spiny lobster' 'desk' 'oboe' 'mantis' 'mushroom' 'potpie'],57.40%,True,100,25,10,0.00100,0.00,32x32x3
random/813,['lampshade' 'European fire salamander' 'abacus' 'chest' 'oboe' 'king penguin' 'bullet train' 'lesser panda' 'pretzel' 'Persian cat'],55.40%,False,100,25,10,0.00100,0.00,32x32x3
random/813,['lampshade' 'European fire salamander' 'abacus' 'chest' 'oboe' 'king penguin' 'bullet train' 'lesser panda' 'pretzel' 'Persian cat'],56.60%,True,100,25,10,0.00100,0.00,32x32x3
random/814,['black widow' 'pay-phone' 'cockroach' 'fur coat' 'obelisk' 'African elephant' 'parking meter' 'sports car' 'teddy' 'potpie'],61.00%,False,100,25,10,0.00100,0.00,32x32x3
random/814,['black widow' 'pay-phone' 'cockroach' 'fur coat' 'obelisk' 'African elephant' 'parking meter' 'sports car' 'teddy' 'potpie'],60.80%,True,100,25,10,0.00100,0.00,32x32x3
random/815,['freight car' 'ox' 'sulphur butterfly' 'teddy' 'plunger' 'espresso' 'military uniform' 'chest' 'pop bottle' 'seashore'],55.60%,False,100,25,10,0.00100,0.00,32x32x3
random/815,['freight car' 'ox' 'sulphur butterfly' 'teddy' 'plunger' 'espresso' 'military uniform' 'chest' 'pop bottle' 'seashore'],57.60%,True,100,25,10,0.00100,0.00,32x32x3
random/816,['space heater' 'sombrero' 'snail' 'gondola' 'computer keyboard' 'apron' 'teddy' 'lifeboat' 'kimono' 'grasshopper'],53.20%,False,100,25,10,0.00100,0.00,32x32x3
random/816,['space heater' 'sombrero' 'snail' 'gondola' 'computer keyboard' 'apron' 'teddy' 'lifeboat' 'kimono' 'grasshopper'],51.80%,True,100,25,10,0.00100,0.00,32x32x3
random/817,"[""potter's wheel"" 'freight car' 'lampshade' 'gazelle' 'moving van' 'convertible' 'turnstile' 'school bus' 'beaker' 'basketball']",62.40%,False,100,25,10,0.00100,0.00,32x32x3
random/817,"[""potter's wheel"" 'freight car' 'lampshade' 'gazelle' 'moving van' 'convertible' 'turnstile' 'school bus' 'beaker' 'basketball']",64.60%,True,100,25,10,0.00100,0.00,32x32x3
random/818,"['cockroach' 'viaduct' 'go-kart' ""potter's wheel"" 'umbrella' 'maypole' 'bullet train' 'picket fence' 'tractor' 'acorn']",52.80%,False,100,25,10,0.00100,0.00,32x32x3
random/818,"['cockroach' 'viaduct' 'go-kart' ""potter's wheel"" 'umbrella' 'maypole' 'bullet train' 'picket fence' 'tractor' 'acorn']",51.80%,True,100,25,10,0.00100,0.00,32x32x3
random/819,['German shepherd' 'Egyptian cat' 'scorpion' 'coral reef' 'broom' 'apron' 'king penguin' 'altar' 'CD player' 'drumstick'],47.40%,False,100,25,10,0.00100,0.00,32x32x3
random/819,['German shepherd' 'Egyptian cat' 'scorpion' 'coral reef' 'broom' 'apron' 'king penguin' 'altar' 'CD player' 'drumstick'],52.00%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/820,"['gazelle' 'Yorkshire terrier' 'sea cucumber' ""potter's wheel"" 'basketball' 'school bus' 'poncho' 'water tower' 'boa constrictor' 'cash machine']",53.40%,False,100,25,10,0.00100,0.00,32x32x3
random/820,"['gazelle' 'Yorkshire terrier' 'sea cucumber' ""potter's wheel"" 'basketball' 'school bus' 'poncho' 'water tower' 'boa constrictor' 'cash machine']",57.00%,True,100,25,10,0.00100,0.00,32x32x3
random/821,['meat loaf' 'jinrikisha' 'lawn mower' 'limousine' 'candle' 'lesser panda' 'computer keyboard' 'binoculars' 'water jug' 'teddy'],52.80%,False,100,25,10,0.00100,0.00,32x32x3
random/821,['meat loaf' 'jinrikisha' 'lawn mower' 'limousine' 'candle' 'lesser panda' 'computer keyboard' 'binoculars' 'water jug' 'teddy'],53.00%,True,100,25,10,0.00100,0.00,32x32x3
random/822,['snail' 'koala' 'bikini' 'bathtub' 'pop bottle' 'goldfish' 'desk' 'orangutan' 'Persian cat' 'tarantula'],46.60%,False,100,25,10,0.00100,0.00,32x32x3
random/822,['snail' 'koala' 'bikini' 'bathtub' 'pop bottle' 'goldfish' 'desk' 'orangutan' 'Persian cat' 'tarantula'],47.60%,True,100,25,10,0.00100,0.00,32x32x3
random/823,['tabby' 'sock' 'African elephant' 'monarch' 'banana' 'sulphur butterfly' 'Egyptian cat' 'bighorn' 'barrel' 'frying pan'],48.80%,False,100,25,10,0.00100,0.00,32x32x3
random/823,['tabby' 'sock' 'African elephant' 'monarch' 'banana' 'sulphur butterfly' 'Egyptian cat' 'bighorn' 'barrel' 'frying pan'],45.40%,True,100,25,10,0.00100,0.00,32x32x3
random/824,['dumbbell' 'tarantula' 'teapot' 'abacus' 'Persian cat' 'apron' 'albatross' 'brown bear' 'cougar' 'moving van'],51.20%,False,100,25,10,0.00100,0.00,32x32x3
random/824,['dumbbell' 'tarantula' 'teapot' 'abacus' 'Persian cat' 'apron' 'albatross' 'brown bear' 'cougar' 'moving van'],49.60%,True,100,25,10,0.00100,0.00,32x32x3
random/825,['trolleybus' 'water tower' 'cannon' 'tractor' 'goose' 'abacus' 'meat loaf' 'standard poodle' 'moving van' 'basketball'],54.00%,False,100,25,10,0.00100,0.00,32x32x3
random/825,['trolleybus' 'water tower' 'cannon' 'tractor' 'goose' 'abacus' 'meat loaf' 'standard poodle' 'moving van' 'basketball'],58.60%,True,100,25,10,0.00100,0.00,32x32x3
random/826,['barn' 'organ' 'black stork' 'beer bottle' 'hourglass' 'police van' 'confectionery' 'volleyball' 'swimming trunks' 'miniskirt'],51.00%,False,100,25,10,0.00100,0.00,32x32x3
random/826,['barn' 'organ' 'black stork' 'beer bottle' 'hourglass' 'police van' 'confectionery' 'volleyball' 'swimming trunks' 'miniskirt'],57.00%,True,100,25,10,0.00100,0.00,32x32x3
random/827,['bell pepper' 'tabby' 'picket fence' 'Egyptian cat' 'steel arch bridge' 'American lobster' 'Labrador retriever' 'teddy' 'water jug' 'convertible'],46.00%,False,100,25,10,0.00100,0.00,32x32x3
random/827,['bell pepper' 'tabby' 'picket fence' 'Egyptian cat' 'steel arch bridge' 'American lobster' 'Labrador retriever' 'teddy' 'water jug' 'convertible'],50.20%,True,100,25,10,0.00100,0.00,32x32x3
random/828,['triumphal arch' 'chimpanzee' 'apron' 'confectionery' 'ox' 'reel' 'lemon' 'fly' 'Egyptian cat' 'monarch'],58.40%,False,100,25,10,0.00100,0.00,32x32x3
random/828,['triumphal arch' 'chimpanzee' 'apron' 'confectionery' 'ox' 'reel' 'lemon' 'fly' 'Egyptian cat' 'monarch'],57.20%,True,100,25,10,0.00100,0.00,32x32x3
random/829,['golden retriever' 'bucket' 'computer keyboard' 'triumphal arch' 'black widow' 'stopwatch' 'grasshopper' 'European fire salamander' 'cockroach' 'Arabian camel'],53.80%,False,100,25,10,0.00100,0.00,32x32x3
random/829,['golden retriever' 'bucket' 'computer keyboard' 'triumphal arch' 'black widow' 'stopwatch' 'grasshopper' 'European fire salamander' 'cockroach' 'Arabian camel'],52.80%,True,100,25,10,0.00100,0.00,32x32x3
random/830,"['drumstick' 'banana' 'butcher shop' 'confectionery' 'comic book' 'snorkel' 'volleyball' 'pole' ""potter's wheel"" 'scoreboard']",50.00%,False,100,25,10,0.00100,0.00,32x32x3
random/830,"['drumstick' 'banana' 'butcher shop' 'confectionery' 'comic book' 'snorkel' 'volleyball' 'pole' ""potter's wheel"" 'scoreboard']",52.00%,True,100,25,10,0.00100,0.00,32x32x3
random/831,['police van' 'centipede' 'organ' 'brass' 'lesser panda' 'plate' 'desk' 'refrigerator' 'sandal' 'obelisk'],62.00%,False,100,25,10,0.00100,0.00,32x32x3
random/831,['police van' 'centipede' 'organ' 'brass' 'lesser panda' 'plate' 'desk' 'refrigerator' 'sandal' 'obelisk'],61.20%,True,100,25,10,0.00100,0.00,32x32x3
random/832,['bullet train' 'fountain' 'German shepherd' 'sea slug' 'beaker' 'comic book' 'potpie' 'broom' 'brass' 'oboe'],55.40%,False,100,25,10,0.00100,0.00,32x32x3
random/832,['bullet train' 'fountain' 'German shepherd' 'sea slug' 'beaker' 'comic book' 'potpie' 'broom' 'brass' 'oboe'],55.00%,True,100,25,10,0.00100,0.00,32x32x3
random/833,['rocking chair' 'gondola' 'scorpion' 'teddy' 'koala' 'triumphal arch' 'poncho' 'oboe' 'viaduct' 'go-kart'],50.60%,False,100,25,10,0.00100,0.00,32x32x3
random/833,['rocking chair' 'gondola' 'scorpion' 'teddy' 'koala' 'triumphal arch' 'poncho' 'oboe' 'viaduct' 'go-kart'],54.00%,True,100,25,10,0.00100,0.00,32x32x3
random/834,['cockroach' 'bison' 'chimpanzee' 'crane' 'ox' 'espresso' 'meat loaf' 'beach wagon' 'lemon' 'lakeside'],59.80%,False,100,25,10,0.00100,0.00,32x32x3
random/834,['cockroach' 'bison' 'chimpanzee' 'crane' 'ox' 'espresso' 'meat loaf' 'beach wagon' 'lemon' 'lakeside'],60.20%,True,100,25,10,0.00100,0.00,32x32x3
random/835,['viaduct' 'refrigerator' 'bannister' 'punching bag' 'beacon' 'European fire salamander' 'dining table' 'bighorn' 'umbrella' 'lampshade'],44.60%,False,100,25,10,0.00100,0.00,32x32x3
random/835,['viaduct' 'refrigerator' 'bannister' 'punching bag' 'beacon' 'European fire salamander' 'dining table' 'bighorn' 'umbrella' 'lampshade'],51.20%,True,100,25,10,0.00100,0.00,32x32x3
random/836,"['ice cream' ""potter's wheel"" 'bison' 'pizza' 'triumphal arch' 'brain coral' 'gasmask' 'nail' 'mantis' 'swimming trunks']",57.60%,False,100,25,10,0.00100,0.00,32x32x3
random/836,"['ice cream' ""potter's wheel"" 'bison' 'pizza' 'triumphal arch' 'brain coral' 'gasmask' 'nail' 'mantis' 'swimming trunks']",58.60%,True,100,25,10,0.00100,0.00,32x32x3
random/837,['wok' 'pill bottle' 'orangutan' 'military uniform' 'hog' 'rocking chair' 'sandal' 'academic gown' 'centipede' 'school bus'],52.00%,False,100,25,10,0.00100,0.00,32x32x3
random/837,['wok' 'pill bottle' 'orangutan' 'military uniform' 'hog' 'rocking chair' 'sandal' 'academic gown' 'centipede' 'school bus'],54.40%,True,100,25,10,0.00100,0.00,32x32x3
random/838,['police van' 'Chihuahua' 'suspension bridge' 'meat loaf' 'Labrador retriever' 'banana' 'steel arch bridge' 'candle' 'oboe' 'syringe'],50.60%,False,100,25,10,0.00100,0.00,32x32x3
random/838,['police van' 'Chihuahua' 'suspension bridge' 'meat loaf' 'Labrador retriever' 'banana' 'steel arch bridge' 'candle' 'oboe' 'syringe'],51.20%,True,100,25,10,0.00100,0.00,32x32x3
random/839,['tarantula' 'lesser panda' 'slug' 'cannon' 'apron' 'chimpanzee' 'beaker' 'backpack' 'water tower' 'limousine'],55.40%,False,100,25,10,0.00100,0.00,32x32x3
random/839,['tarantula' 'lesser panda' 'slug' 'cannon' 'apron' 'chimpanzee' 'beaker' 'backpack' 'water tower' 'limousine'],55.60%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/840,"['wok' 'sulphur butterfly' 'iPod' 'guacamole' 'refrigerator' 'pretzel' ""potter's wheel"" 'fur coat' 'black stork' 'pop bottle']",48.00%,False,100,25,10,0.00100,0.00,32x32x3
random/840,"['wok' 'sulphur butterfly' 'iPod' 'guacamole' 'refrigerator' 'pretzel' ""potter's wheel"" 'fur coat' 'black stork' 'pop bottle']",54.60%,True,100,25,10,0.00100,0.00,32x32x3
random/841,['golden retriever' 'sulphur butterfly' 'barn' 'pay-phone' 'barbershop' 'rugby ball' 'remote control' 'lampshade' 'drumstick' 'obelisk'],59.20%,False,100,25,10,0.00100,0.00,32x32x3
random/841,['golden retriever' 'sulphur butterfly' 'barn' 'pay-phone' 'barbershop' 'rugby ball' 'remote control' 'lampshade' 'drumstick' 'obelisk'],59.20%,True,100,25,10,0.00100,0.00,32x32x3
random/842,['alp' 'black widow' 'sandal' 'jinrikisha' 'military uniform' 'confectionery' 'thatch' 'cauliflower' 'cannon' 'German shepherd'],58.20%,False,100,25,10,0.00100,0.00,32x32x3
random/842,['alp' 'black widow' 'sandal' 'jinrikisha' 'military uniform' 'confectionery' 'thatch' 'cauliflower' 'cannon' 'German shepherd'],57.60%,True,100,25,10,0.00100,0.00,32x32x3
random/843,['American lobster' 'orangutan' 'spider web' 'flagpole' 'Arabian camel' 'rugby ball' 'bell pepper' 'comic book' 'basketball' 'lesser panda'],63.60%,False,100,25,10,0.00100,0.00,32x32x3
random/843,['American lobster' 'orangutan' 'spider web' 'flagpole' 'Arabian camel' 'rugby ball' 'bell pepper' 'comic book' 'basketball' 'lesser panda'],62.40%,True,100,25,10,0.00100,0.00,32x32x3
random/844,"['frying pan' 'nail' ""potter's wheel"" 'tabby' 'tarantula' 'cougar' 'school bus' 'meat loaf' 'wok' 'sports car']",49.60%,False,100,25,10,0.00100,0.00,32x32x3
random/844,"['frying pan' 'nail' ""potter's wheel"" 'tabby' 'tarantula' 'cougar' 'school bus' 'meat loaf' 'wok' 'sports car']",50.80%,True,100,25,10,0.00100,0.00,32x32x3
random/845,['sandal' 'drumstick' 'bee' 'projectile' 'African elephant' 'moving van' 'barrel' 'American alligator' 'lion' 'bucket'],49.80%,False,100,25,10,0.00100,0.00,32x32x3
random/845,['sandal' 'drumstick' 'bee' 'projectile' 'African elephant' 'moving van' 'barrel' 'American alligator' 'lion' 'bucket'],53.80%,True,100,25,10,0.00100,0.00,32x32x3
random/846,['sombrero' 'academic gown' 'rugby ball' 'scoreboard' 'wok' 'boa constrictor' 'cannon' 'bee' 'abacus' 'lesser panda'],49.20%,False,100,25,10,0.00100,0.00,32x32x3
random/846,['sombrero' 'academic gown' 'rugby ball' 'scoreboard' 'wok' 'boa constrictor' 'cannon' 'bee' 'abacus' 'lesser panda'],55.00%,True,100,25,10,0.00100,0.00,32x32x3
random/847,['torch' 'goose' 'espresso' 'obelisk' 'hog' 'lesser panda' 'cliff dwelling' 'gasmask' 'pretzel' 'reel'],58.80%,False,100,25,10,0.00100,0.00,32x32x3
random/847,['torch' 'goose' 'espresso' 'obelisk' 'hog' 'lesser panda' 'cliff dwelling' 'gasmask' 'pretzel' 'reel'],51.60%,True,100,25,10,0.00100,0.00,32x32x3
random/848,['standard poodle' 'meat loaf' 'orange' 'water jug' 'flagpole' 'sewing machine' 'mashed potato' 'basketball' 'remote control' 'broom'],54.40%,False,100,25,10,0.00100,0.00,32x32x3
random/848,['standard poodle' 'meat loaf' 'orange' 'water jug' 'flagpole' 'sewing machine' 'mashed potato' 'basketball' 'remote control' 'broom'],52.80%,True,100,25,10,0.00100,0.00,32x32x3
random/849,['thatch' 'gazelle' 'alp' 'lion' 'apron' 'trolleybus' 'standard poodle' 'goldfish' 'pizza' 'lawn mower'],65.40%,False,100,25,10,0.00100,0.00,32x32x3
random/849,['thatch' 'gazelle' 'alp' 'lion' 'apron' 'trolleybus' 'standard poodle' 'goldfish' 'pizza' 'lawn mower'],64.00%,True,100,25,10,0.00100,0.00,32x32x3
random/850,['dumbbell' 'walking stick' 'jinrikisha' 'syringe' 'police van' 'confectionery' 'lifeboat' 'plunger' 'ox' 'picket fence'],50.00%,False,100,25,10,0.00100,0.00,32x32x3
random/850,['dumbbell' 'walking stick' 'jinrikisha' 'syringe' 'police van' 'confectionery' 'lifeboat' 'plunger' 'ox' 'picket fence'],55.20%,True,100,25,10,0.00100,0.00,32x32x3
random/851,['lakeside' 'rocking chair' 'fountain' 'turnstile' 'poncho' 'tabby' 'hog' 'lampshade' 'oboe' 'comic book'],47.20%,False,100,25,10,0.00100,0.00,32x32x3
random/851,['lakeside' 'rocking chair' 'fountain' 'turnstile' 'poncho' 'tabby' 'hog' 'lampshade' 'oboe' 'comic book'],50.20%,True,100,25,10,0.00100,0.00,32x32x3
random/852,['sea slug' 'apron' 'seashore' 'iPod' 'school bus' 'German shepherd' 'mantis' 'comic book' 'bucket' 'black widow'],56.20%,False,100,25,10,0.00100,0.00,32x32x3
random/852,['sea slug' 'apron' 'seashore' 'iPod' 'school bus' 'German shepherd' 'mantis' 'comic book' 'bucket' 'black widow'],56.40%,True,100,25,10,0.00100,0.00,32x32x3
random/853,['guacamole' 'ice cream' 'African elephant' 'koala' 'dragonfly' 'candle' 'coral reef' 'water tower' 'syringe' 'bell pepper'],63.00%,False,100,25,10,0.00100,0.00,32x32x3
random/853,['guacamole' 'ice cream' 'African elephant' 'koala' 'dragonfly' 'candle' 'coral reef' 'water tower' 'syringe' 'bell pepper'],62.80%,True,100,25,10,0.00100,0.00,32x32x3
random/854,['ice cream' 'acorn' 'mushroom' 'chest' 'beach wagon' 'beer bottle' 'backpack' 'sunglasses' 'chimpanzee' 'candle'],52.20%,False,100,25,10,0.00100,0.00,32x32x3
random/854,['ice cream' 'acorn' 'mushroom' 'chest' 'beach wagon' 'beer bottle' 'backpack' 'sunglasses' 'chimpanzee' 'candle'],55.20%,True,100,25,10,0.00100,0.00,32x32x3
random/855,['water tower' 'wok' 'tabby' 'suspension bridge' 'American lobster' 'alp' 'lampshade' 'bucket' 'lesser panda' 'miniskirt'],50.60%,False,100,25,10,0.00100,0.00,32x32x3
random/855,['water tower' 'wok' 'tabby' 'suspension bridge' 'American lobster' 'alp' 'lampshade' 'bucket' 'lesser panda' 'miniskirt'],55.00%,True,100,25,10,0.00100,0.00,32x32x3
random/856,['dugong' 'Yorkshire terrier' 'umbrella' 'punching bag' 'potpie' 'ox' 'military uniform' 'banana' 'volleyball' 'crane'],55.20%,False,100,25,10,0.00100,0.00,32x32x3
random/856,['dugong' 'Yorkshire terrier' 'umbrella' 'punching bag' 'potpie' 'ox' 'military uniform' 'banana' 'volleyball' 'crane'],53.80%,True,100,25,10,0.00100,0.00,32x32x3
random/857,['computer keyboard' 'guacamole' 'brain coral' 'academic gown' 'butcher shop' 'broom' 'guinea pig' 'bikini' 'swimming trunks' 'ladybug'],54.80%,False,100,25,10,0.00100,0.00,32x32x3
random/857,['computer keyboard' 'guacamole' 'brain coral' 'academic gown' 'butcher shop' 'broom' 'guinea pig' 'bikini' 'swimming trunks' 'ladybug'],57.20%,True,100,25,10,0.00100,0.00,32x32x3
random/858,['sunglasses' 'slug' 'rugby ball' 'sea cucumber' 'beach wagon' 'bell pepper' 'guinea pig' 'remote control' 'cliff dwelling' 'lemon'],59.20%,False,100,25,10,0.00100,0.00,32x32x3
random/858,['sunglasses' 'slug' 'rugby ball' 'sea cucumber' 'beach wagon' 'bell pepper' 'guinea pig' 'remote control' 'cliff dwelling' 'lemon'],60.40%,True,100,25,10,0.00100,0.00,32x32x3
random/859,['sulphur butterfly' 'umbrella' 'magnetic compass' 'water tower' 'black widow' 'brass' 'syringe' 'European fire salamander' 'golden retriever' 'chest'],56.20%,False,100,25,10,0.00100,0.00,32x32x3
random/859,['sulphur butterfly' 'umbrella' 'magnetic compass' 'water tower' 'black widow' 'brass' 'syringe' 'European fire salamander' 'golden retriever' 'chest'],57.80%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/860,['tailed frog' 'go-kart' 'space heater' 'lawn mower' 'school bus' 'tabby' 'nail' 'limousine' 'police van' 'orange'],58.00%,False,100,25,10,0.00100,0.00,32x32x3
random/860,['tailed frog' 'go-kart' 'space heater' 'lawn mower' 'school bus' 'tabby' 'nail' 'limousine' 'police van' 'orange'],60.00%,True,100,25,10,0.00100,0.00,32x32x3
random/861,['jellyfish' 'suspension bridge' 'potpie' 'fur coat' 'fountain' 'walking stick' 'basketball' 'organ' 'umbrella' 'ice lolly'],48.20%,False,100,25,10,0.00100,0.00,32x32x3
random/861,['jellyfish' 'suspension bridge' 'potpie' 'fur coat' 'fountain' 'walking stick' 'basketball' 'organ' 'umbrella' 'ice lolly'],55.20%,True,100,25,10,0.00100,0.00,32x32x3
random/862,['chest' 'lemon' 'dam' 'butcher shop' 'drumstick' 'comic book' 'lawn mower' 'dining table' 'goldfish' 'lesser panda'],64.80%,False,100,25,10,0.00100,0.00,32x32x3
random/862,['chest' 'lemon' 'dam' 'butcher shop' 'drumstick' 'comic book' 'lawn mower' 'dining table' 'goldfish' 'lesser panda'],63.20%,True,100,25,10,0.00100,0.00,32x32x3
random/863,['mantis' 'teapot' 'Yorkshire terrier' 'freight car' 'pole' 'Chihuahua' 'limousine' 'fountain' 'obelisk' 'stopwatch'],50.80%,False,100,25,10,0.00100,0.00,32x32x3
random/863,['mantis' 'teapot' 'Yorkshire terrier' 'freight car' 'pole' 'Chihuahua' 'limousine' 'fountain' 'obelisk' 'stopwatch'],53.00%,True,100,25,10,0.00100,0.00,32x32x3
random/864,['pill bottle' 'picket fence' 'pop bottle' 'cliff' 'go-kart' 'lakeside' 'confectionery' 'trilobite' 'plate' 'cauliflower'],52.80%,False,100,25,10,0.00100,0.00,32x32x3
random/864,['pill bottle' 'picket fence' 'pop bottle' 'cliff' 'go-kart' 'lakeside' 'confectionery' 'trilobite' 'plate' 'cauliflower'],53.40%,True,100,25,10,0.00100,0.00,32x32x3
random/865,['fur coat' 'ox' 'guacamole' 'rocking chair' 'comic book' 'neck brace' 'espresso' 'bullet train' 'iPod' 'barbershop'],50.60%,False,100,25,10,0.00100,0.00,32x32x3
random/865,['fur coat' 'ox' 'guacamole' 'rocking chair' 'comic book' 'neck brace' 'espresso' 'bullet train' 'iPod' 'barbershop'],58.00%,True,100,25,10,0.00100,0.00,32x32x3
random/866,['guinea pig' 'broom' 'sunglasses' 'CD player' 'neck brace' 'ox' 'king penguin' 'kimono' 'koala' 'brass'],50.40%,False,100,25,10,0.00100,0.00,32x32x3
random/866,['guinea pig' 'broom' 'sunglasses' 'CD player' 'neck brace' 'ox' 'king penguin' 'kimono' 'koala' 'brass'],52.20%,True,100,25,10,0.00100,0.00,32x32x3
random/867,['pay-phone' 'barrel' 'torch' 'lion' 'binoculars' 'lifeboat' 'sewing machine' 'pop bottle' 'bullet train' 'pole'],46.40%,False,100,25,10,0.00100,0.00,32x32x3
random/867,['pay-phone' 'barrel' 'torch' 'lion' 'binoculars' 'lifeboat' 'sewing machine' 'pop bottle' 'bullet train' 'pole'],54.00%,True,100,25,10,0.00100,0.00,32x32x3
random/868,['standard poodle' 'boa constrictor' 'lampshade' 'pizza' 'computer keyboard' 'Chihuahua' 'nail' 'water tower' 'convertible' 'pill bottle'],50.40%,False,100,25,10,0.00100,0.00,32x32x3
random/868,['standard poodle' 'boa constrictor' 'lampshade' 'pizza' 'computer keyboard' 'Chihuahua' 'nail' 'water tower' 'convertible' 'pill bottle'],50.00%,True,100,25,10,0.00100,0.00,32x32x3
random/869,['fly' 'candle' 'Chihuahua' 'syringe' 'beaker' 'hourglass' 'umbrella' 'basketball' 'beacon' 'plate'],45.20%,False,100,25,10,0.00100,0.00,32x32x3
